"","TABLE_NAME","COMMENTS","schema"
"342","SPEED_LOOKUP","Source for values relating to scope","RACE_EDIT"
"343","SPEED_LOOKUP","Year and cruise number combined","RACE_EDIT"
"344","SPEED_LOOKUP","maximum trawl speed in knots","RACE_EDIT"
"345","SPEED_LOOKUP","minimum trawl speed in knots","RACE_EDIT"
"346","ADP_CODE","A Code of variable form (per Category), which is used in the collection of the data.","RACEBASE2"
"347","ADP_CODE","Brief string identifying the Code.","RACEBASE2"
"348","ADP_CODE","Foreign Key that relates to the Category which groups together related Codes.","RACEBASE2"
"349","ADP_CODE","Narrative clarifying the Code.","RACEBASE2"
"350","ADP_CODE","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"351","ADP_CODE","Recursive Key that relates to a Code of broader scope (i.e. Maturity Codes are inferior but related to Maturity Table Codes).","RACEBASE2"
"352","ADP_CODE_CATEGORY","Descriptive name that distinguishes a Category.","RACEBASE2"
"353","ADP_CODE_CATEGORY","Narrative that elaborates on the Category.","RACEBASE2"
"354","ADP_CODE_CATEGORY","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"355","ADP_CODE_CATEGORY","RACEBase2 table to which the set of ADP Codes applies.","RACEBASE2"
"356","AGENCY","Actual acronym for an Agency (or organization).","RACEBASE2"
"357","AGENCY","Expanded Name of the agency or organization.","RACEBASE2"
"358","AGENCY","Foreign Key that relates to the Country which the Agency represents.","RACEBASE2"
"359","AGENCY","Narrative clarifying the specific agency/organization and its role in fisheries data collection.","RACEBASE2"
"360","AGENCY","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"361","AGENCY","Recursive Key that relates an Agency to its parent Agency.","RACEBASE2"
"362","AGENCY_AUDIT","Actual acronym for an Agency (or organization), which is the Primary Key for the table.","RACEBASE2"
"363","BOTTOM_CONTACT","Angle (degrees) of the Bottom Contact unit at the point of observation.","RACEBASE2"
"364","BOTTOM_CONTACT","Date and time of the Bottom Contact observation.","RACEBASE2"
"365","BOTTOM_CONTACT","Foreign Key that relates to the ADP_CODE for the utilization of the datum (i.e. Valid or Outlier).","RACEBASE2"
"366","BOTTOM_CONTACT","Foreign Key that relates to the Haul for which Bottom Contact data were collected.","RACEBASE2"
"367","BOTTOM_CONTACT","ForeignKey that relates to the Gear used to collect Bottom Contact data.","RACEBASE2"
"368","BOTTOM_CONTACT","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"369","BOTTOM_CONTACT_GEAR","Alpha-numeric identifier that is assigned to a particular Bottom Contact unit.","RACEBASE2"
"370","BOTTOM_CONTACT_GEAR","Elaboration on the type of Bottom Contact equipment and the history of the specific unit.","RACEBASE2"
"371","BOTTOM_CONTACT_GEAR","Foreign Key that relates to the ADP Code for the equipment used for collecting Bottom Contact data.","RACEBASE2"
"372","BOTTOM_CONTACT_GEAR","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"373","CATCH_COMPOSITION","Flag indicating whether all individuals of a species were sampled.","RACEBASE2"
"374","CATCH_COMPOSITION","Flag indicating whether the animal was Identified in the Benthic/Snail Bag.","RACEBASE2"
"375","CATCH_COMPOSITION","Flag indicating whether the identified animal was vouchered.","RACEBASE2"
"376","CATCH_COMPOSITION","Foreign Key that relates to the Haul that yielded the Catch.","RACEBASE2"
"377","CATCH_COMPOSITION","Foreign Key that relates to the Identification of the animal or object found in the Catch.","RACEBASE2"
"378","CATCH_COMPOSITION","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"379","CATCH_COMPOSITION","Optional narrative describing the particular object Identified in the Catch.","RACEBASE2"
"380","CATCH_COMPOSITION","Self Referencing key that relates to a Mixture in the Primary Catch.","RACEBASE2"
"381","CATCH_PROCESSING","Foreign Key that relates to the ADP Code for Catch Processing. Identifies the sampling process to which the data pertain.","RACEBASE2"
"382","CATCH_PROCESSING","Foreign Key that relates to the Catch Component to which the Processing data pertains.","RACEBASE2"
"383","CATCH_PROCESSING","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"384","CATCH_PROCESSING","The count of the Catch Component, specific to the corresponding physical or theoretical ""bin,"" that is Processed.","RACEBASE2"
"385","CATCH_PROCESSING","Weight (kg) of the Processed Catch sample.  The sample may represent basket-level weights or summary weights (theoretical Bin) of the Catch Component.","RACEBASE2"
"386","COUNTRY","Full name of the country.","RACEBASE2"
"387","COUNTRY","Narrative clarifying the country's involvement in RACEBASE2.","RACEBASE2"
"388","COUNTRY","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence. ","RACEBASE2"
"389","COUNTRY","Standard abbreviation for the country.","RACEBASE2"
"390","CRAB_CODE","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"391","CRAB_COMPOSITION","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"392","CRAB_PROCESSING","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"393","CRAB_PROCESSING","measurement in millimeters of Chionoecetes crabs
","RACEBASE2"
"394","CRAB_PROCESSING","measurement in millimeters of king crab and hair crab species
","RACEBASE2"
"395","CRAB_PROCESSING","one-digit code indicating amount of eggs, if any, in female crabs
","RACEBASE2"
"396","CRAB_PROCESSING","one-digit numeric code assigned to a particular sex (male, female, unknown, hermaphrodite)
","RACEBASE2"
"397","CRAB_PROCESSING","one-digit numeric code describing carapace condition of crab
","RACEBASE2"
"398","CRAB_PROCESSING","one-digit numeric code describing color of eggs in female crabs
","RACEBASE2"
"399","CRAB_PROCESSING","one-digit numeric code describing condition of eggs in female crabs
","RACEBASE2"
"400","CRAB_SPECIAL","General category for the special sample (DISEASE, SPECIAL_STUDY, etc.)","RACEBASE2"
"401","CRAB_SPECIAL","Measurement units that qualifies the measurement value","RACEBASE2"
"402","CRAB_SPECIAL","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"403","CRAB_SPECIAL","Numeric value for measurement","RACEBASE2"
"404","CRAB_SPECIAL","Qualification of what is measured for special sample (i.e. CARAPACE_WHOLE, CARAPACE_DORSAL, WEIGHT, CHELA_HEIGHT, etc.)","RACEBASE2"
"405","CRAB_SPECIAL","Specific type of sampling for category (i.e. Category = DISEASE; Sample_Type: BLACK_MAT or BITTERCRAB)","RACEBASE2"
"406","CREW","Foreign Key that relates to the ADP Code for the duty a Crew member fulfils.","RACEBASE2"
"407","CREW","Foreign Key that relates to the Leg the Crew member participated on.","RACEBASE2"
"408","CREW","Foreign Key that relates to the Personnel information for the Crew member.","RACEBASE2"
"409","CREW","General comments regarding the role of the Crew member on the Leg.","RACEBASE2"
"410","CREW","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"411","CRUISE","Foreign Key that relates to the Objective to which the cruise applies.","RACEBASE2"
"412","CRUISE","Foreign Key that relates to the Vessel used on a Cruise.","RACEBASE2"
"413","CRUISE","General description of the Cruise per Vessel.","RACEBASE2"
"414","CRUISE","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"415","CRUISE","Six-digit number identifying the Cruise number of the form: YYYY99 (where YYYY = year of the cruise and 99 = 2-digit number).","RACEBASE2"
"416","CRUISE","TBD","RACEBASE2"
"417","CRUISE","Year during which the cruise occurred.","RACEBASE2"
"418","EVENT_LOG","Commentary on the Event.","RACEBASE2"
"419","EVENT_LOG","Foreign Key that relates to the ADP Code for a particular Event occurring during a Haul.","RACEBASE2"
"420","EVENT_LOG","Foreign Key that relates to the ADP_CODE for the utilization of the datum (i.e. Valid, Outlier, Tow Start, Tow End).","RACEBASE2"
"421","EVENT_LOG","Foreign Key that relates to the Position observation to which the Event applies.","RACEBASE2"
"422","EVENT_LOG","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"423","FISH_PROCESSING","Age of the fish determined post-cruise.","RACEBASE2"
"424","FISH_PROCESSING","Foreign Key that relates to the ADP Code for Fish-level Processing.","RACEBASE2"
"425","FISH_PROCESSING","Foreign Key that relates to the ADP Code for the method of fish-level subsampling for the Fish data.","RACEBASE2"
"426","FISH_PROCESSING","Foreign Key that relates to the ADP Code for the method used to obtain the Length data.","RACEBASE2"
"427","FISH_PROCESSING","Foreign Key that relates to the ADP Code for the method used to obtain the Weight data.","RACEBASE2"
"428","FISH_PROCESSING","Foreign Key that relates to the ADP Code for the sex of the Fish.","RACEBASE2"
"429","FISH_PROCESSING","Foreign Key that relates to the ADP Code for the specific type of Length taken for the Fish (i.e. 'Fork Length').","RACEBASE2"
"430","FISH_PROCESSING","Foreign Key that relates to the ADP Code for the specific weight type taken for the Fish.","RACEBASE2"
"431","FISH_PROCESSING","Foreign Key that relates to the ADP Code that identifies the maturity stage for the Fish.","RACEBASE2"
"432","FISH_PROCESSING","Foreign Key that relates to the Catch Processing data to which the Fish applies.","RACEBASE2"
"433","FISH_PROCESSING","Length (mm) of the Fish as determined using LENGTH_TYPE.","RACEBASE2"
"434","FISH_PROCESSING","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"435","FISH_PROCESSING","Weight (g) of the Fish as determined using WEIGHT_TYPE.","RACEBASE2"
"436","GEAR","Descriptive name used to identify Gear (i.e. the name of the gear when described in publications.","RACEBASE2"
"437","GEAR","Elaboration on qualities of the Gear or its use.","RACEBASE2"
"438","GEAR","Foreign Key that relates to the ADP Code for the general class of fishing gear.","RACEBASE2"
"439","GEAR","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"440","GEAR","Version number or identifier that modifies the Gear name.","RACEBASE2"
"441","GEAR_CONFIGURATION","Brief description of the Component, its use, or special modifications.","RACEBASE2"
"442","GEAR_CONFIGURATION","Foreign Key that relates to the ADP Code for a particular piece of equipment described by the Configuration.","RACEBASE2"
"443","GEAR_CONFIGURATION","Foreign Key that relates to the ADP Code for the material from which the Component is manufactured.","RACEBASE2"
"444","GEAR_CONFIGURATION","Foreign Key that relates to the ADP Code for the physical placement of the Component on the Gear set.","RACEBASE2"
"445","GEAR_CONFIGURATION","Foreign Key that relates to the Gear Configuration Category for the gear component.","RACEBASE2"
"446","GEAR_CONFIGURATION","Foreign Key that relates to the Gear to which the Configuration applies.","RACEBASE2"
"447","GEAR_CONFIGURATION","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"448","GEAR_CONFIGURATION_CATEGORY","Descriptive name that distinguishes a Category.","RACEBASE2"
"449","GEAR_CONFIGURATION_CATEGORY","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"450","GEAR_CONFIGURATION_CATEGORY","Textual description that elaborates on the Category.","RACEBASE2"
"451","GEAR_MEASUREMENT","Description of the Gear Measurement and its usage.","RACEBASE2"
"452","GEAR_MEASUREMENT","Foreign Key that relates to the ADP Code for the aspect of the Gear Component to which the Measurement applies.","RACEBASE2"
"453","GEAR_MEASUREMENT","Foreign Key that relates to the ADP Code for the unit of measure used for the measurement.","RACEBASE2"
"454","GEAR_MEASUREMENT","Foreign Key that relates to the Gear Component to which a Measurement applies.","RACEBASE2"
"455","GEAR_MEASUREMENT","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"456","GEAR_MEASUREMENT","The actual value of the Measurement taken.","RACEBASE2"
"457","HAUL_NOTE","Extensive comments relating to various aspects of a particular Haul.","RACEBASE2"
"458","HAUL_NOTE","Foreign Key that relates to the Haul Note Category that details what aspect of the haul the note describes.","RACEBASE2"
"459","HAUL_NOTE","Foreign Key that relates to the Haul to which the Note relates.","RACEBASE2"
"460","HAUL_NOTE","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"461","HAUL_NOTE_CATEGORY","Descriptive name that distinguishes a Category.","RACEBASE2"
"462","HAUL_NOTE_CATEGORY","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"463","HAUL_NOTE_CATEGORY","Textual description that elaborates on the Category.","RACEBASE2"
"464","HAUL_OVERVIEW","Foreign Key that relates to the ADP Code for the Haul-level method of subsampling.","RACEBASE2"
"465","HAUL_OVERVIEW","Foreign Key that relates to the ADP Code for the type of Haul.  Indicates the purpose for undertaking the Haul.","RACEBASE2"
"466","HAUL_OVERVIEW","Foreign Key that relates to the ADP Code for whether/what type of Autotrawl System was used during the Haul.","RACEBASE2"
"467","HAUL_OVERVIEW","Foreign Key that relates to the Crew Person who entered the Haul data.","RACEBASE2"
"468","HAUL_OVERVIEW","Foreign Key that relates to the Crew Person who was at the helm during the Haul.","RACEBASE2"
"469","HAUL_OVERVIEW","Foreign Key that relates to the Station Plan where the haul was physically conducted.","RACEBASE2"
"470","HAUL_OVERVIEW","Foreign Key that relates to the set of Gear used for the Haul.","RACEBASE2"
"471","HAUL_OVERVIEW","Forgeign Key that relates to the Leg during which the Haul was executed.","RACEBASE2"
"472","HAUL_OVERVIEW","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"473","HAUL_OVERVIEW","Self Referencing Key that relates to a parent level haul.","RACEBASE2"
"474","HAUL_OVERVIEW","The number or other identifier that designates a Haul - usually sequential for a given Cruise and Vessel.","RACEBASE2"
"475","HAUL_PERFORMANCE","Flag indicating whether the specific Performance Type was acceptable for the Haul.","RACEBASE2"
"476","HAUL_PERFORMANCE","Foreign Key that relates to the ADP Code for the type of Performance the Performance Code applies to.","RACEBASE2"
"477","HAUL_PERFORMANCE","Foreign Key that relates to the Haul to which the Performance pertains.","RACEBASE2"
"478","HAUL_PERFORMANCE","Narrative clarifying the performance of the Haul.","RACEBASE2"
"479","HAUL_PERFORMANCE","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"480","HAUL_PERFORMANCE_DETAIL","Foreign Key that relates to the ADP Code for the assessed Performance of the Haul.","RACEBASE2"
"481","HAUL_PERFORMANCE_DETAIL","Foreign Key that relates to the Haul Performance that is described by the Performance Code.","RACEBASE2"
"482","HAUL_PERFORMANCE_DETAIL","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"483","HAUL_PROCESSING","Foreign Key that relates to the ADP Code for the Method by which the Measurement was made.","RACEBASE2"
"484","HAUL_PROCESSING","Foreign Key that relates to the ADP Code for the particular Measurement that was observed.","RACEBASE2"
"485","HAUL_PROCESSING","Foreign Key that relates to the ADP Code for the utilization of the Datum (TBD).","RACEBASE2"
"486","HAUL_PROCESSING","Foreign Key that relates to the Haul for which Processing Data were collected.","RACEBASE2"
"487","HAUL_PROCESSING","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"488","HAUL_PROCESSING","The actual value of the Haul Processing observation.","RACEBASE2"
"489","IDENTIFICATION","5-digit numeric code used for distinguishing species encountered by RACE fisheries research.  Although homologous and sometimes synonymous with the parent RACE_SPECIES.RACE_CODE, this code allows specific, lower-tier codes to be applied to Identified objects such as Juvenile and Adult subgroups, inanimate objects to which a scientific name does not apply, and functional codes for Catch Processing (i.e. temporary codes, mixture codes, etc.).","RACEBASE2"
"490","IDENTIFICATION","Commentary on the use of the Identification, its history, or administrative changes.","RACEBASE2"
"491","IDENTIFICATION","Foreign Key that relates to the ADP Code for indicating a particular life stage for the organism.","RACEBASE2"
"492","IDENTIFICATION","Foreign Key that relates to the general RACE species of animals in Identification.","RACEBASE2"
"493","IDENTIFICATION","Number indicating a relative size index for an organism.","RACEBASE2"
"494","IDENTIFICATION","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"495","IDENTIFICATION","Text string that represents the Identified object.","RACEBASE2"
"496","LEG","A designation for the Leg; usually a sequential number that is unique per Year, Cruise, and Vessel.","RACEBASE2"
"497","LEG","Date and time the Leg comes to an end.","RACEBASE2"
"498","LEG","Describes details specific to the Leg.","RACEBASE2"
"499","LEG","Foreign Key that relates to the Cruise of which a Leg is part.","RACEBASE2"
"500","LEG","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"501","LEG","Start date and time for the Leg.","RACEBASE2"
"502","NET_MENSURATION","Date and time at which the Net Mensuration observation was made.","RACEBASE2"
"503","NET_MENSURATION","Foreign Key that relates to the ADP_CODE for the utilization of the datum (i.e. Valid, Outlier).","RACEBASE2"
"504","NET_MENSURATION","Foreign Key that relates to the Haul for which Net Mensuration data were collected.","RACEBASE2"
"505","NET_MENSURATION","Foreign Key that relates to the Net Mensuration Sensor which collected data for a Haul.","RACEBASE2"
"506","NET_MENSURATION","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"507","NET_MENSURATION","Sensor-specific value that is the quantity measured by the Net Mensuration Sensor at the point of observation.","RACEBASE2"
"508","NET_MENSURATION_GEAR","Elaboration on the use of the Net Mensuration device, including the history of the specific unit.","RACEBASE2"
"509","NET_MENSURATION_GEAR","Foreign Key that relates to the ADP Code for the equipment type used to collect net mensuration data.","RACEBASE2"
"510","NET_MENSURATION_GEAR","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"511","NET_MENSURATION_SENSOR","Aplha-numeric code that uniquely identifies the particular Net Mensuration device.","RACEBASE2"
"512","NET_MENSURATION_SENSOR","Foreign Key that relates to the ADP Code for the type of Sensor collecting Net Mensuration data.","RACEBASE2"
"513","NET_MENSURATION_SENSOR","Foreign Key that relates to the ADP Code for the units the Sensor Measurement is recorded in.","RACEBASE2"
"514","NET_MENSURATION_SENSOR","Foreign Key that relates to the Net Mensuration Gear set to which the Sensor belongs.","RACEBASE2"
"515","NET_MENSURATION_SENSOR","Identifier assigned to a specific dimension of Net Mensuration for the Sensor within the data stream.","RACEBASE2"
"516","NET_MENSURATION_SENSOR","Narrative detailing the usage of the particular Net Mensuration Sensor.","RACEBASE2"
"517","NET_MENSURATION_SENSOR","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"518","OBJECTIVE","Brief description of the objective purpose.","RACEBASE2"
"519","OBJECTIVE","Elaboration of the Objective purpose or administrative details appropriate at the highest level of the undertaking.","RACEBASE2"
"520","OBJECTIVE","Foreign Key that relates to the ADP Code for the frequency at which the Objective is intended to be executed.","RACEBASE2"
"521","OBJECTIVE","Foreign Key that relates to the Agency details and parent organization.  This is the Agency responsible for the subsequent data-set.","RACEBASE2"
"522","OBJECTIVE","Functional Flag indicating whether the Objective is currently valid for subsequent executions of the Objective.","RACEBASE2"
"523","OBJECTIVE","If an objective was undertaken as a joint venture, the Foreign Key that relates to the Agency primarily responsible for the execution of the Objective.","RACEBASE2"
"524","OBJECTIVE","If an objective was undertaken as a joint venture, the Foreign Key that relates to the Agency that is a secondary participant in the Objective.","RACEBASE2"
"525","OBJECTIVE","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"526","OBJECTIVE_DETAIL","Elaboration of the specific Objective Detail for the Objective.","RACEBASE2"
"527","OBJECTIVE_DETAIL","Foreign Key that relates to the ADP Code for various Categories of Objective Details (i.e. OBJECTIVE_TYPE, GEAR_TYPE, TARGET_SPECIES, GEOGRAPHIC AREA). ","RACEBASE2"
"528","OBJECTIVE_DETAIL","Foreign Key that relates to the parent Objective.","RACEBASE2"
"529","OBJECTIVE_DETAIL","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).   The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.   DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"530","PERSONNEL","First Name of the person.","RACEBASE2"
"531","PERSONNEL","Foreign Key that relates to the Agency to which the Person belongs.","RACEBASE2"
"532","PERSONNEL","Middle Name or initial of the person.","RACEBASE2"
"533","PERSONNEL","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"534","PERSONNEL","Pertinent comments about a person and their role in fisheries research.","RACEBASE2"
"535","PERSONNEL","Suffix or modifier (Jr., Ph.D., etc.) of the person's Name.","RACEBASE2"
"536","PERSONNEL","Surname of the person.","RACEBASE2"
"537","PERSONNEL_AUDIT","Foreign Key that relates to the Personnel which was updated.","RACEBASE2"
"538","POSITION","Date and time of the Position observation.","RACEBASE2"
"539","POSITION","Foreign Key that relates to the ADP_CODE for the utilization of the datum (i.e. Valid, Outlier).","RACEBASE2"
"540","POSITION","Foreign Key that relates to the Haul for which Position data were collected.","RACEBASE2"
"541","POSITION","Foreign Key that relates to the specific Gear (equipment) used to collect the Position data.","RACEBASE2"
"542","POSITION","Latitude (decimal degrees) taken at the point of observation.","RACEBASE2"
"543","POSITION","Longitude (decimal degrees) taken at the point of observation.","RACEBASE2"
"544","POSITION","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"545","POSITION_GEAR","Alpha-numeric code that uniquely identifies the Model used to collect Position data in a Haul.","RACEBASE2"
"546","POSITION_GEAR","Elaboration on the use of the Position Gear including the history of a specific unit.","RACEBASE2"
"547","POSITION_GEAR","Foreign Key that relates to the ADP Code for the Datasource from which the Position data points are recorded (i.e. NAUTICAL CHART, GPS, DR).","RACEBASE2"
"548","POSITION_GEAR","Foreign Key that relates to the ADP Code for the model of the Datasource used to collect Position data.","RACEBASE2"
"549","POSITION_GEAR","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"550","PROFILE","Date and time the Profile datum was collected.","RACEBASE2"
"551","PROFILE","Foreign Key that relates to the ADP_CODE for the utilization of the datum (i.e. Valid, Outlier, Surface, Downcast, Bottom, Upcast, Surface Temperature).","RACEBASE2"
"552","PROFILE","Foreign Key that relates to the Haul for which Profile data were collected.","RACEBASE2"
"553","PROFILE","Foreign Key that relates to the Profile Sensor which collected the data.","RACEBASE2"
